"dataset","cycle","position","logical","candidate","originalIndex","type","oracleCorrectPosition","neighbors","structuralReasons","prefixFeasible","minAdditionalInPrefix","feasibleV2WindowIgnoringBeamBudget","windowProof","interpretation"
"007","1","0","B1","BOTTOM:530","530","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-335},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-335},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-302}]","true","2","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","1","0","B1","BOTTOM:564","564","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-369},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-369},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-336}]","true","2","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","1","0","B1","BOTTOM:585","585","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-390},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-390},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-357}]","true","2","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","1","0","B1","BOTTOM:595","595","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-400},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-400},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-367}]","true","2","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","1","0","B1","BOTTOM:609","609","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-414},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-414},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-381}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","0","B1","BOTTOM:611","611","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-416},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-416},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-383}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","0","B1","BOTTOM:641","641","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-446},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-446},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-413}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","1","T1","TOP:170","170","TOP","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291}]","[{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":1}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","1","T1","TOP:640","640","TOP","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291}]","[{""rule"":""ORDER"",""positions"":[1,2],""gap"":-412},{""rule"":""MIN_PHASE_8"",""positions"":[1,2],""gap"":-412}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","2","B2","BOTTOM:169","169","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""ORDER"",""positions"":[1,2],""gap"":-26},{""rule"":""MIN_PHASE_8"",""positions"":[1,2],""gap"":-26},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":0}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","1","2","B2","BOTTOM:210","210","BOTTOM","false","[{""position"":0,""logical"":""B1"",""type"":""BOTTOM"",""index"":169},{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":3,""logical"":""T2"",""type"":""TOP"",""index"":291},{""position"":4,""logical"":""B3"",""type"":""BOTTOM"",""index"":299}]","[{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":41}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:210","210","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-15},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-15},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":18}]","true","3","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:228","228","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-33},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-33},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":0}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:243","243","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-48},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-48},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-15}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:260","260","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-65},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-65},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-32}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:262","262","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-67},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-67},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-34}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:299","299","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-104},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-104},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-71}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:321","321","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-126},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-126},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-93}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:346","346","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-151},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-151},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-118}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:353","353","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-158},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-158},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-125}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:391","391","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-196},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-196},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-163}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:405","405","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-210},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-210},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-177}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:426","426","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-231},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-231},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-198}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:438","438","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-243},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-243},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-210}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:445","445","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-250},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-250},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-217}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:450","450","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-255},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-255},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-222}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:480","480","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-285},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-285},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-252}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:500","500","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-305},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-305},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-272}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:511","511","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-316},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-316},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-283}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:529","529","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-334},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-334},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-301}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:530","530","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-335},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-335},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-302}]","true","4","false","null","REQUIRES_AT_LEAST_TWO_OTHER_CHANGES"
"007","2","0","B1","BOTTOM:564","564","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-369},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-369},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-336}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:585","585","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-390},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-390},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-357}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:595","595","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-400},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-400},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-367}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:609","609","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-414},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-414},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-381}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:611","611","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-416},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-416},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-383}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
"007","2","0","B1","BOTTOM:641","641","BOTTOM","false","[{""position"":1,""logical"":""T1"",""type"":""TOP"",""index"":195},{""position"":2,""logical"":""B2"",""type"":""BOTTOM"",""index"":228}]","[{""rule"":""ORDER"",""positions"":[0,1],""gap"":-446},{""rule"":""MIN_PHASE_8"",""positions"":[0,1],""gap"":-446},{""rule"":""MIN_REP_45"",""positions"":[0,2],""gap"":-413}]","false","null","false","null","NO_VALID_PREFIX_AT_THIS_POSITION"
