"dataset","candidate","position","system","cycle","evaluated","prefixOpen","directValid","roles","score","rank","promotedThisCycle","repairs","repairPartners"
"007","T383","5","A","4","true","true","true","Promising+Repair","1.2418377734940265","1","true","null",""
"007","T383","5","A","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"007","T383","5","C","1","false","false","null","","null","null","false","null",""
"007","T383","5","C","2","false","false","null","","null","null","false","null",""
"007","T383","5","C","3","true","true","true","Promising+Repair","0.5685157814492106","3","true","null",""
"007","T383","5","C","4","true","true","true","Promising+Repair","1.5129443729589893","1","true","null",""
"007","T383","5","C","5","true","true","true","Promising+Repair","1.5361962240228455","1","true","null",""
"007","B445","6","A","1","false","false","null","","null","null","false","null",""
"007","B445","6","A","2","false","false","null","","null","null","false","null",""
"007","B445","6","A","3","true","true","true","Repair","0.7738383196555898","4","false","null",""
"007","B445","6","A","4","true","true","true","Promising+Repair","0.1337448559670782","1","true","null",""
"007","B445","6","A","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"007","B445","6","C","1","false","false","null","","null","null","false","null",""
"007","B445","6","C","2","false","false","null","","null","null","false","null",""
"007","B445","6","C","3","true","true","true","Repair","0.7738383196555898","4","false","null",""
"007","B445","6","C","4","true","true","true","Promising+Repair","1.4670781893004115","1","true","null",""
"007","B445","6","C","5","true","true","true","Promising+Repair","1.2777777777777777","1","true","null",""
"007","T474","7","A","1","false","false","null","","null","null","false","null",""
"007","T474","7","A","2","false","false","null","","null","null","false","null",""
"007","T474","7","A","3","false","false","null","","null","null","false","null",""
"007","T474","7","A","4","true","true","true","Promising","1.3004115226337447","1","true","null",""
"007","T474","7","A","5","true","true","true","Promising","-0.03292181069958844","1","true","null",""
"007","T474","7","C","1","false","false","null","","null","null","false","null",""
"007","T474","7","C","2","false","false","null","","null","null","false","null",""
"007","T474","7","C","3","false","false","null","","null","null","false","null",""
"007","T474","7","C","4","true","true","true","Promising","1.3333333333333333","1","true","null",""
"007","T474","7","C","5","true","true","true","Promising","1.3333333333333333","1","true","null",""
"007","B529","8","A","1","false","false","null","","null","null","false","null",""
"007","B529","8","A","2","false","false","null","","null","null","false","null",""
"007","B529","8","A","3","false","false","null","","null","null","false","null",""
"007","B529","8","A","4","true","true","true","Promising+Repair","1.0835607602715442","2","true","null",""
"007","B529","8","A","5","true","true","false","Promising+Repair","null","null","false","0",""
"007","B529","8","C","1","false","false","null","","null","null","false","null",""
"007","B529","8","C","2","false","false","null","","null","null","false","null",""
"007","B529","8","C","3","false","false","null","","null","null","false","null",""
"007","B529","8","C","4","true","true","true","Promising+Repair","1.4676708415535327","2","true","null",""
"007","B529","8","C","5","true","true","false","Promising+Repair","null","null","false","0",""
"007","T558","9","A","1","false","false","null","","null","null","false","null",""
"007","T558","9","A","2","false","false","null","","null","null","false","null",""
"007","T558","9","A","3","false","false","null","","null","null","false","null",""
"007","T558","9","A","4","false","false","null","","null","null","false","null",""
"007","T558","9","A","5","true","true","false","Conditional","null","null","false","5","10:B585; 10:B595; 10:B609; 10:B611; 10:B641"
"007","T558","9","C","1","false","false","null","","null","null","false","null",""
"007","T558","9","C","2","false","false","null","","null","null","false","null",""
"007","T558","9","C","3","false","false","null","","null","null","false","null",""
"007","T558","9","C","4","false","false","null","","null","null","false","null",""
"007","T558","9","C","5","true","true","false","Conditional","null","null","false","5","10:B585; 10:B595; 10:B609; 10:B611; 10:B641"
"007","B611","10","A","1","false","false","null","","null","null","false","null",""
"007","B611","10","A","2","false","false","null","","null","null","false","null",""
"007","B611","10","A","3","false","false","null","","null","null","false","null",""
"007","B611","10","A","4","false","false","null","","null","null","false","null",""
"007","B611","10","A","5","true","true","true","Promising+Repair","0.42182200985728546","3","true","null",""
"007","B611","10","C","1","false","false","null","","null","null","false","null",""
"007","B611","10","C","2","false","false","null","","null","null","false","null",""
"007","B611","10","C","3","false","false","null","","null","null","false","null",""
"007","B611","10","C","4","false","false","null","","null","null","false","null",""
"007","B611","10","C","5","true","true","true","Promising+Repair","0.547031297092336","2","true","null",""
"009","B190","0","A","1","true","true","true","Promising+Repair","1.204374435562492","1","true","null",""
"009","B190","0","A","2","true","true","true","Promising+Repair","1.204374435562494","1","true","null",""
"009","B190","0","A","3","true","true","true","Promising+Repair","1.2398490187476718","1","true","null",""
"009","B190","0","A","4","true","true","true","Promising+Repair","2.1529159349932514","1","true","null",""
"009","B190","0","A","5","true","true","true","Promising+Repair","1.8540335881034642","2","true","null",""
"009","B190","0","C","1","true","true","true","Promising+Repair","1.204374435562492","1","true","null",""
"009","B190","0","C","2","true","true","true","Promising+Repair","1.204374435562494","1","true","null",""
"009","B190","0","C","3","true","true","true","Promising+Repair","1.2398490187476718","1","true","null",""
"009","B190","0","C","4","true","true","true","Promising+Repair","2.1136388273079607","1","true","null",""
"009","B190","0","C","5","true","true","true","Promising+Repair","1.434677093002989","1","true","null",""
"009","B191","0","A","1","true","true","true","Promising+Repair","1.1131233066874757","2","true","null",""
"009","B191","0","A","2","true","true","true","Promising+Repair","1.113123306687482","2","true","null",""
"009","B191","0","A","3","true","true","true","Promising+Repair","1.1484384674008887","2","true","null",""
"009","B191","0","A","4","true","true","true","Promising+Repair","1.8897350266352948","2","true","null",""
"009","B191","0","A","5","true","true","true","Promising+Repair","2.383617220880306","1","true","null",""
"009","B191","0","C","1","true","true","true","Promising+Repair","1.1131233066874757","2","true","null",""
"009","B191","0","C","2","true","true","true","Promising+Repair","1.113123306687482","2","true","null",""
"009","B191","0","C","3","true","true","true","Promising+Repair","1.1484384674008887","2","true","null",""
"009","B191","0","C","4","true","true","true","Promising+Repair","1.8433693524292956","2","true","null",""
"009","B191","0","C","5","true","true","true","Promising+Repair","1.06538114318339","2","true","null",""
"009","T218","1","A","1","true","true","true","Promising","0.5951847704367301","2","true","null",""
"009","T218","1","A","2","true","true","true","Promising","0.5951847704367301","2","true","null",""
"009","T218","1","A","3","true","true","true","Promising","0.5951847704367301","1","true","null",""
"009","T218","1","A","4","true","true","true","Promising","0.37140095993659805","2","true","null",""
"009","T218","1","A","5","true","true","true","Promising","0.4102837112207609","2","true","null",""
"009","T218","1","C","1","true","true","true","Promising","0.5951847704367301","2","true","null",""
"009","T218","1","C","2","true","true","true","Promising","0.5951847704367301","2","true","null",""
"009","T218","1","C","3","true","true","true","Promising","0.5951847704367301","1","true","null",""
"009","T218","1","C","4","true","true","true","Promising","0.09305996332843197","2","true","null",""
"009","T218","1","C","5","true","true","true","Promising","0.29912802186882825","2","true","null",""
"009","T219","1","A","1","true","true","true","Promising","0.8185890257558791","1","true","null",""
"009","T219","1","A","2","true","true","true","Promising","0.8185890257558791","1","true","null",""
"009","T219","1","A","3","false","true","null","Active+Promising","null","null","false","null",""
"009","T219","1","A","4","false","true","null","Active+Promising","null","null","false","null",""
"009","T219","1","A","5","false","true","null","Active+Promising","null","null","false","null",""
"009","T219","1","C","1","true","true","true","Promising","0.8185890257558791","1","true","null",""
"009","T219","1","C","2","true","true","true","Promising","0.8185890257558791","1","true","null",""
"009","T219","1","C","3","false","true","null","Active+Promising","null","null","false","null",""
"009","T219","1","C","4","false","true","null","Active+Promising","null","null","false","null",""
"009","T219","1","C","5","false","true","null","Active+Promising","null","null","false","null",""
"009","B270","2","A","1","true","true","true","","0.8525589444692795","10","false","null",""
"009","B270","2","A","2","true","true","true","Promising+Repair","0.8201743979653415","3","true","null",""
"009","B270","2","A","3","true","true","true","Promising+Repair","0.7944109006401289","2","true","null",""
"009","B270","2","A","4","true","true","true","Promising+Repair","1.6391052621475677","2","true","null",""
"009","B270","2","A","5","true","true","true","Promising+Repair","1.00749525236711","2","true","null",""
"009","B270","2","C","1","true","true","true","","0.8525589444692795","10","false","null",""
"009","B270","2","C","2","true","true","true","Promising+Repair","0.8201743979653415","3","true","null",""
"009","B270","2","C","3","true","true","true","Promising+Repair","0.7944109006401289","2","true","null",""
"009","B270","2","C","4","true","true","true","Promising+Repair","1.55565055312826","1","true","null",""
"009","B270","2","C","5","true","true","true","Promising+Repair","0.8726914292132371","2","true","null",""
"009","B271","2","A","1","true","true","true","","0.8722001044435348","9","false","null",""
"009","B271","2","A","2","true","true","true","Promising+Repair","0.8440299325949852","2","true","null",""
"009","B271","2","A","3","true","true","true","Promising+Repair","0.8110281087055407","1","true","null",""
"009","B271","2","A","4","true","true","true","Promising+Repair","1.6503403323191321","1","true","null",""
"009","B271","2","A","5","true","true","true","Promising+Repair","1.1224695532563933","1","true","null",""
"009","B271","2","C","1","true","true","true","","0.8722001044435348","9","false","null",""
"009","B271","2","C","2","true","true","true","Promising+Repair","0.8440299325949852","2","true","null",""
"009","B271","2","C","3","true","true","true","Promising+Repair","0.8110281087055407","1","true","null",""
"009","B271","2","C","4","true","true","true","Promising+Repair","1.547211084224733","2","true","null",""
"009","B271","2","C","5","true","true","true","Promising+Repair","1.0517186622037926","1","true","null",""
"009","B272","2","A","1","true","true","true","","0.884457714535447","8","false","null",""
"009","B272","2","A","2","true","true","true","Promising+Repair","0.8547874428031648","1","true","null",""
"009","B272","2","A","3","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","B272","2","A","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","B272","2","A","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","B272","2","C","1","true","true","true","","0.884457714535447","8","false","null",""
"009","B272","2","C","2","true","true","true","Promising+Repair","0.8547874428031648","1","true","null",""
"009","B272","2","C","3","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","B272","2","C","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","B272","2","C","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","T277","3","A","1","false","false","null","","null","null","false","null",""
"009","T277","3","A","2","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","A","3","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","A","4","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","A","5","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","C","1","false","false","null","","null","null","false","null",""
"009","T277","3","C","2","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","C","3","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","C","4","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T277","3","C","5","true","true","false","Conditional","null","null","false","1","2:B249"
"009","T278","3","A","1","false","false","null","","null","null","false","null",""
"009","T278","3","A","2","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","A","3","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","A","4","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","A","5","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","C","1","false","false","null","","null","null","false","null",""
"009","T278","3","C","2","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","C","3","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","C","4","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","T278","3","C","5","true","true","false","Conditional","null","null","false","2","2:B249; 2:B270"
"009","B348","4","A","1","false","false","null","","null","null","false","null",""
"009","B348","4","A","2","true","true","true","Promising","1.0375328619173","1","true","null",""
"009","B348","4","A","3","false","true","null","Active+Promising","null","null","false","null",""
"009","B348","4","A","4","false","true","null","Active+Promising","null","null","false","null",""
"009","B348","4","A","5","false","true","null","Active+Promising","null","null","false","null",""
"009","B348","4","C","1","false","false","null","","null","null","false","null",""
"009","B348","4","C","2","true","true","true","Promising","1.0375328619173","1","true","null",""
"009","B348","4","C","3","false","true","null","Active+Promising","null","null","false","null",""
"009","B348","4","C","4","false","true","null","Active+Promising","null","null","false","null",""
"009","B348","4","C","5","false","true","null","Active+Promising","null","null","false","null",""
"009","T373","5","A","1","false","false","null","","null","null","false","null",""
"009","T373","5","A","2","false","false","null","","null","null","false","null",""
"009","T373","5","A","3","true","true","true","Promising+Repair","0.3718308893803422","3","true","null",""
"009","T373","5","A","4","true","true","true","Promising+Repair","0.5885077734596958","1","true","null",""
"009","T373","5","A","5","true","true","true","Promising+Repair","0.6407385310773517","1","true","null",""
"009","T373","5","C","1","false","false","null","","null","null","false","null",""
"009","T373","5","C","2","false","false","null","","null","null","false","null",""
"009","T373","5","C","3","true","true","true","Promising+Repair","0.3718308893803422","3","true","null",""
"009","T373","5","C","4","true","true","true","Promising+Repair","0.24272760959445247","4","false","null",""
"009","T373","5","C","5","true","true","true","Promising+Repair","0.2913314917183224","3","true","null",""
"009","T374","5","A","1","false","false","null","","null","null","false","null",""
"009","T374","5","A","2","false","false","null","","null","null","false","null",""
"009","T374","5","A","3","true","true","true","Promising+Repair","0.6882961461779256","1","true","null",""
"009","T374","5","A","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","T374","5","A","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"009","T374","5","C","1","false","false","null","","null","null","false","null",""
"009","T374","5","C","2","false","false","null","","null","null","false","null",""
"009","T374","5","C","3","true","true","true","Promising+Repair","0.6882961461779256","1","true","null",""
"009","T374","5","C","4","true","true","true","Promising+Repair","0.6041713374673934","2","true","null",""
"009","T374","5","C","5","true","true","true","Promising+Repair","0.6555123813672863","2","true","null",""
"009","B423","6","A","1","false","false","null","","null","null","false","null",""
"009","B423","6","A","2","false","false","null","","null","null","false","null",""
"009","B423","6","A","3","true","true","false","Conditional","null","null","false","6","5:T360; 5:T373; 5:T374; 5:T381; 5:T390; 5:T413"
"009","B423","6","A","4","false","true","null","Active+Conditional","null","null","false","null",""
"009","B423","6","A","5","false","true","null","Active+Conditional","null","null","false","null",""
"009","B423","6","C","1","false","false","null","","null","null","false","null",""
"009","B423","6","C","2","false","false","null","","null","null","false","null",""
"009","B423","6","C","3","true","true","false","Conditional","null","null","false","6","5:T360; 5:T373; 5:T374; 5:T381; 5:T390; 5:T413"
"009","B423","6","C","4","true","true","false","Conditional","null","null","false","6","5:T360; 5:T373; 5:T374; 5:T381; 5:T390; 5:T413"
"009","B423","6","C","5","true","true","false","Conditional","null","null","false","6","5:T360; 5:T373; 5:T374; 5:T381; 5:T390; 5:T413"
"009","T449","7","A","1","false","false","null","","null","null","false","null",""
"009","T449","7","A","2","false","false","null","","null","null","false","null",""
"009","T449","7","A","3","false","false","null","","null","null","false","null",""
"009","T449","7","A","4","true","true","true","Promising+Repair","0.9428194986442132","2","true","null",""
"009","T449","7","A","5","true","true","true","Promising+Repair","0.9236849692817112","2","true","null",""
"009","T449","7","C","1","false","false","null","","null","null","false","null",""
"009","T449","7","C","2","false","false","null","","null","null","false","null",""
"009","T449","7","C","3","false","false","null","","null","null","false","null",""
"009","T449","7","C","4","true","true","false","","null","null","false","0",""
"009","T449","7","C","5","true","true","false","","null","null","false","0",""
"009","B501","8","A","1","false","false","null","","null","null","false","null",""
"009","B501","8","A","2","false","false","null","","null","null","false","null",""
"009","B501","8","A","3","false","false","null","","null","null","false","null",""
"009","B501","8","A","4","true","true","false","Conditional","null","null","false","4","7:T431; 7:T449; 7:T463; 7:T477"
"009","B501","8","A","5","true","true","false","Conditional","null","null","false","4","7:T431; 7:T449; 7:T463; 7:T477"
"009","B501","8","C","1","false","false","null","","null","null","false","null",""
"009","B501","8","C","2","false","false","null","","null","null","false","null",""
"009","B501","8","C","3","false","false","null","","null","null","false","null",""
"009","B501","8","C","4","true","true","false","","null","null","false","0",""
"009","B501","8","C","5","true","true","false","","null","null","false","0",""
"009","B502","8","A","1","false","false","null","","null","null","false","null",""
"009","B502","8","A","2","false","false","null","","null","null","false","null",""
"009","B502","8","A","3","false","false","null","","null","null","false","null",""
"009","B502","8","A","4","true","true","false","Conditional","null","null","false","4","7:T431; 7:T449; 7:T463; 7:T477"
"009","B502","8","A","5","true","true","false","Conditional","null","null","false","4","7:T431; 7:T449; 7:T463; 7:T477"
"009","B502","8","C","1","false","false","null","","null","null","false","null",""
"009","B502","8","C","2","false","false","null","","null","null","false","null",""
"009","B502","8","C","3","false","false","null","","null","null","false","null",""
"009","B502","8","C","4","true","true","false","","null","null","false","0",""
"009","B502","8","C","5","true","true","false","","null","null","false","0",""
"009","T527","9","A","1","false","false","null","","null","null","false","null",""
"009","T527","9","A","2","false","false","null","","null","null","false","null",""
"009","T527","9","A","3","false","false","null","","null","null","false","null",""
"009","T527","9","A","4","false","false","null","","null","null","false","null",""
"009","T527","9","A","5","true","true","false","","null","null","false","0",""
"009","T527","9","C","1","false","false","null","","null","null","false","null",""
"009","T527","9","C","2","false","false","null","","null","null","false","null",""
"009","T527","9","C","3","false","false","null","","null","null","false","null",""
"009","T527","9","C","4","false","false","null","","null","null","false","null",""
"009","T527","9","C","5","true","true","false","","null","null","false","0",""
"009","T528","9","A","1","false","false","null","","null","null","false","null",""
"009","T528","9","A","2","false","false","null","","null","null","false","null",""
"009","T528","9","A","3","false","false","null","","null","null","false","null",""
"009","T528","9","A","4","false","false","null","","null","null","false","null",""
"009","T528","9","A","5","true","true","false","","null","null","false","0",""
"009","T528","9","C","1","false","false","null","","null","null","false","null",""
"009","T528","9","C","2","false","false","null","","null","null","false","null",""
"009","T528","9","C","3","false","false","null","","null","null","false","null",""
"009","T528","9","C","4","false","false","null","","null","null","false","null",""
"009","T528","9","C","5","true","true","false","","null","null","false","0",""
"009","B578","10","A","1","false","false","null","","null","null","false","null",""
"009","B578","10","A","2","false","false","null","","null","null","false","null",""
"009","B578","10","A","3","false","false","null","","null","null","false","null",""
"009","B578","10","A","4","false","false","null","","null","null","false","null",""
"009","B578","10","A","5","true","true","true","Promising","0.5","1","true","null",""
"009","B578","10","C","1","false","false","null","","null","null","false","null",""
"009","B578","10","C","2","false","false","null","","null","null","false","null",""
"009","B578","10","C","3","false","false","null","","null","null","false","null",""
"009","B578","10","C","4","false","false","null","","null","null","false","null",""
"009","B578","10","C","5","true","true","true","Promising","0.030864197530864224","1","true","null",""
"010","B177","0","A","1","true","true","true","Promising+Repair","1.2175838566360182","1","true","null",""
"010","B177","0","A","2","true","true","true","Promising+Repair","1.217583856636018","1","true","null",""
"010","B177","0","A","3","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B177","0","A","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B177","0","A","5","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B177","0","C","1","true","true","true","Promising+Repair","1.2175838566360182","1","true","null",""
"010","B177","0","C","2","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B177","0","C","3","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B177","0","C","4","false","true","null","Active+Promising+Repair","null","null","false","null",""
"010","B178","0","A","1","true","true","true","Repair","1.1711241375002104","5","false","null",""
"010","B178","0","A","2","true","true","true","Repair","1.1711241375002106","5","false","null",""
"010","B178","0","A","3","true","true","true","Promising+Repair","1.0949122908971778","1","true","null",""
"010","B178","0","A","4","true","true","true","Promising+Repair","0.19056017070198428","19","false","null",""
"010","B178","0","A","5","true","true","true","Promising+Repair","-0.13418493809034304","15","false","null",""
"010","B178","0","C","1","true","true","true","Repair","1.1711241375002104","5","false","null",""
"010","B178","0","C","2","true","true","true","Repair","1.0057076468956987","4","false","null",""
"010","B178","0","C","3","true","true","true","Repair","-0.499113409216016","15","false","null",""
"010","B178","0","C","4","true","true","true","Repair","0.20871145379725253","8","false","null",""
"010","B179","0","A","1","true","true","true","Repair","1.1788545826445405","4","false","null",""
"010","B179","0","A","2","true","true","true","Repair","1.1788545826445405","4","false","null",""
"010","B179","0","A","3","true","true","true","Promising+Repair","1.0923463854828674","3","true","null",""
"010","B179","0","A","4","true","true","true","Promising+Repair","0.23609138695181286","18","false","null",""
"010","B179","0","A","5","true","true","true","Promising+Repair","-0.16811370578107243","17","false","null",""
"010","B179","0","C","1","true","true","true","Repair","1.1788545826445405","4","false","null",""
"010","B179","0","C","2","true","true","true","Promising+Repair","1.0239482287262343","3","true","null",""
"010","B179","0","C","3","true","true","true","Promising+Repair","0.03685652061611877","10","false","null",""
"010","B179","0","C","4","true","true","true","Promising+Repair","0.7247805308254355","4","false","null",""
"010","B180","0","A","1","true","true","true","Promising+Repair","1.1946453046390755","2","true","null",""
"010","B180","0","A","2","true","true","true","Promising+Repair","1.1946453046390753","2","true","null",""
"010","B180","0","A","3","true","true","true","Promising+Repair","1.0935913853684887","2","true","null",""
"010","B180","0","A","4","true","true","true","Promising+Repair","0.28371155058857556","17","false","null",""
"010","B180","0","A","5","true","true","true","Promising+Repair","-0.15931548954814562","16","false","null",""
"010","B180","0","C","1","true","true","true","Promising+Repair","1.1946453046390755","2","true","null",""
"010","B180","0","C","2","true","true","true","Promising+Repair","1.0607294040478887","1","true","null",""
"010","B180","0","C","3","true","true","true","Promising+Repair","0.8972986960131879","1","true","null",""
"010","B180","0","C","4","true","true","true","Promising+Repair","1.5214058704639086","1","true","null",""
"010","B181","0","A","1","true","true","true","Repair","1.167849093257936","6","false","null",""
"010","B181","0","A","2","true","true","true","Repair","1.1678490932579353","6","false","null",""
"010","B181","0","A","3","true","true","true","Repair","1.0553833864020712","4","false","null",""
"010","B181","0","A","4","true","true","true","Repair","0.2932431243523357","16","false","null",""
"010","B181","0","A","5","true","true","true","Repair","0.09196221677406641","13","false","null",""
"010","B181","0","C","1","true","true","true","Repair","1.167849093257936","6","false","null",""
"010","B181","0","C","2","true","true","true","Repair","0.9989185166524965","5","false","null",""
"010","B181","0","C","3","true","true","true","Repair","0.1480512798765319","9","false","null",""
"010","B181","0","C","4","true","true","true","Promising+Repair","0.7360079465443313","3","true","null",""
"010","B182","0","A","1","true","true","true","Promising+Repair","1.1789634518322036","3","true","null",""
"010","B182","0","A","2","true","true","true","Promising+Repair","1.1789634518322034","3","true","null",""
"010","B182","0","A","3","true","true","true","Promising+Repair","1.051658543987302","5","false","null",""
"010","B182","0","A","4","true","true","true","Promising+Repair","0.3358383824258948","15","false","null",""
"010","B182","0","A","5","true","true","true","Promising+Repair","-0.36098891754842477","19","false","null",""
"010","B182","0","C","1","true","true","true","Promising+Repair","1.1789634518322036","3","true","null",""
"010","B182","0","C","2","true","true","true","Promising+Repair","1.0246774265523202","2","true","null",""
"010","B182","0","C","3","true","true","true","Promising+Repair","0.8382970635630398","2","true","null",""
"010","B182","0","C","4","true","true","true","Promising+Repair","1.3533885678883157","2","true","null",""
"010","B183","0","A","1","true","true","true","Repair","1.1556281146660992","7","false","null",""
"010","B183","0","A","2","true","true","true","Repair","1.1556281146660994","7","false","null",""
"010","B183","0","A","3","true","true","true","Repair","1.015983565494621","6","false","null",""
"010","B183","0","A","4","true","true","true","Repair","0.3475513974229071","14","false","null",""
"010","B183","0","A","5","true","true","true","Repair","0.3745180534407904","9","false","null",""
"010","B183","0","C","1","true","true","true","Repair","1.1556281146660992","7","false","null",""
"010","B183","0","C","2","true","true","true","Repair","0.9706538002059839","6","false","null",""
"010","B183","0","C","3","true","true","true","Repair","0.22686569450613023","6","false","null",""
"010","B183","0","C","4","true","true","true","Repair","0.6903269405645474","5","false","null",""
"010","B184","0","A","1","true","true","true","Repair","1.1484947219470691","8","false","null",""
"010","B184","0","A","2","true","true","true","Repair","1.1484947219470683","8","false","null",""
"010","B184","0","A","3","true","true","true","Repair","0.991183068359989","7","false","null",""
"010","B184","0","A","4","true","true","true","Repair","0.3678977868717048","13","false","null",""
"010","B184","0","A","5","true","true","true","Repair","0.10599535307294666","12","false","null",""
"010","B184","0","C","1","true","true","true","Repair","1.1484947219470691","8","false","null",""
"010","B184","0","C","2","true","true","true","Repair","0.9539860031241851","7","false","null",""
"010","B184","0","C","3","true","true","true","Repair","0.2508180732832662","5","false","null",""
"010","B184","0","C","4","true","true","true","Repair","0.6071676874806412","6","false","null",""
